BG_ID,Gene,Synonym,Size,Mutant,Contributor,TW,PW,Prediction,Prophage,Product,Reference
BG11382,ytxO,ytxO,143,YTXOd,Dr. Yoshikawa,No,,,,function unknown and unique,
BG11380,cotS,cotS,351,,,,No,,,spore coat protein,Microbiology 1995 Jun;141 ( Pt 6):1433-42
BG11381,cotSA,cotSA,377,,,,No,,,spore coat protein,FEMS Microbiol Lett 1999 May 1;174(1):201-6
BG13821,ytaA,ytaA,357,BFS602,Dr. Hecker,No,,,,similar to spore coat protein,
BG13822,ytaB,ytaB,155,BFS601,Dr. Hecker,No,,,,conserved membrane protein,
BG10911,glgP,glgP,798,,,,No,,,glycogen phosphorylase,Mol Microbiol 1994 Jan;11(1):203-18
BG10910,glgA,glgA,484,,,,No,,,glycogen synthase (starch (bacterial glycogen) synthase),Mol Microbiol 1994 Jan;11(1):203-18
BG10909,glgD,glgD,343,,,,No,,,ADP-glucose pyrophosphorylase,Mol Microbiol 1994 Jan;11(1):203-18
BG10908,glgC,glgC,380,,,,No,,,glucose-1-phosphate adenylyltransferase,Mol Microbiol 1994 Jan;11(1):203-18
BG10907,glgB,glgB,627,,,,No,,,"1,4-alpha-glucan branching enzyme",Mol Microbiol 1994 Jan;11(1):203-18
BG13949,yuaJ,yuaJ,192,BFS243,Dr. Stragier,No,,,,conserved protein,
BG13948,yuaI,yuaI,173,BFS242,Dr. Stragier,No,,,,probable acetyltransferase,
BG13947,yuaG,yuaG,509,BFS234,Dr. Stragier,No,,,,conserved protein,
BG13946,yuaF,yuaF,174,BFS233,Dr. Stragier,No,,,,function unknown and unique,
BG13945,yuaE,yuaE,162,BFS241,Dr. Stragier,No,,,,function unknown and unique,
BG13944,yuaD,yuaD,192,YUADd,Dr. Yoshikawa,No,,,,conserved protein,
BG11941,gbsB,gbsB,403,,,,No,,,alcohol dehydrogenase, J Bacteriol 1996 Sep;178(17):5121-9
BG11940,gbsA,gbsA,490,,,,No,,,glycine betaine aldehyde dehydrogenase, J Bacteriol 1996 Sep;178(17):5121-9
BG12342,yuaC,yuaC,180,BFS240,Dr. Stragier,No,,,,conserved protein,
BG12341,yuaB,yuaB,181,BFS239,Dr. Stragier,No,,,,similar to B. subtilis YweA,
BG13943,yuaA,yuaA,222,YUAAd,Dr. Yoshikawa,No,,,,similar to potassium uptake protein,
BG13956,yubG,yubG,445,BFS249,Dr. Stragier,No,,,,similar to Na+-transporting ATP synthase,
BG13955,yubF,yubF,87,YUBFc,Dr. Ogasawara,No,,,,conserved protein,
BG13954,yubE,yubE,282,BFS248,Dr. Stragier,No,,,,"peptidoglycan hydrolase, probable N-acetylmuramidase",
BG13953,yubD,yubD,511,BFS247,Dr. Stragier,No,,,,similar to multidrug resistance protein,
BG13952,yubC,yubC,161,BFS246,Dr. Stragier,No,,,,similar to cysteine dioxygenase,
BG13951,yubB,yubB,276,BFS245,Dr. Stragier,No,,,,probable undecaprenol kinase,
BG13950,yubA,yubA,388,BFS244,Dr. Stragier,No,,,,conserved protein,
BG12388,yulF,yulF,328,BFS250,Dr. Stragier,No,,,,putative oxidoreductase,
BG12387,yulE,yulE,424,YULEd,Dr. Yoshikawa,No,,,,similar to L-rhamnose isomerase,
BG12386,yulD,yulD,104,BFS1436,Dr. Sarvas,No,,,,conserved protein,
BG12385,yulC,yulC,485,YULCd,Dr. Yoshikawa,No,,,,similar to rhamnulokinase,
BG12384,yulB,yulB,258,YULBd,Dr. Fujita,No,,,,probable transcriptional regulator (DeoR family),
BG10947,yuxG,yuxG,689,BFS1435,Dr. Sarvas,No,,,,similar to sorbitol-6-phosphate 2-dehydrogenase,
BG10862,tlpB,tlpB,662,,,,No,,,methyl-accepting chemotaxis protein,J Biol Chem 1994 269:14038-46
BG10861,mcpA,mcpA,661,,,,No,,,methyl-accepting chemotaxis protein,J Biol Chem 1994 269:14038-46
BG10860,tlpA,tlpA,662,,,,No,,,methyl-accepting chemotaxis protein,J Biol Chem 1994 269:14038-46
BG10859,mcpB,mcpB,662,,,,No,,,methyl-accepting chemotaxis protein,J Biol Chem 1994 269:14038-46
BG10946,tgl,tgl,245,,,,No,,,transglutaminase,Kobayasi (Aginomoto Co.)
BG12373,yugU,yugU,142,BFS1412,Dr. Sarvas,No,,,,conserved protein,
BG12372,yugT,yugT,554,YUGTd,Dr. Yoshikawa,No,,,,"similar to exo-alpha-1,4-glucosidase",
BG12371,yugS,yugS,434,BFS1429,Dr. Sarvas,No,,,,similar to hemolysin,
BG12370,yugP,yugP,225,BFS1413,Dr. Sarvas,No,,,,conserved protein,
BG12369,yugO,yugO,438,BFS1420,Dr. Sarvas,No,,,,similar to potassium channel protein,
BG12368,yugN,yugN,134,BFS1414,Dr. Sarvas,No,,,,conserved protein,
BG12367,yugM,yugM,123,BFS1415,Dr. Sarvas,No,,,,function unknown and unique,
BG12366,pgi,pgi,451,PGId,Dr. Ogasawara,No,,,,glucose-6-phosphate isomerase,
BG12365,yugK,yugK,390,YUGKd,Dr. Yoshikawa,No,,,,probable NADH-dependent butanol dehydrogenase 2,
BG12364,yugJ,yugJ,387,YUGJd,Dr. Yoshikawa,No,,,,probable NADH-dependent butanol dehydrogenase 1,
BG14050,yuzA,yuzA,78,YUZAc,Dr. Ogasawara,No,,,,hypothetical protein,
BG12363,yugI,yugI,130,BFS1416,Dr. Sarvas,No,,,,similar to polyribonucleotide nucleotidyltransferase,
BG12362,alaT,alaT,386,BFS1417,Dr. Sarvas,No,,,,putative alanine transaminase,
BG12361,alaR,alaR,166,BFS1418,Dr. Sarvas,No,,,,transcriptional regulator of the alaRT operon (Lrp/AsnC family),
BG12360,yugF,yugF,273,YUGFd,Dr. Yoshikawa,No,,,,putaive hydrolase,
BG12359,yugE,yugE,88,BFS1419,Dr. Sarvas,No,,,,function unknown and unique,
BG10744,patB,patB,387,,,,No,,,aminotransferase,Mol Microbiol 1993 Apr;8(1):69-79
BG10745,kinB,kinB,429,,,,No,,,two-component sensor histidine kinase involved in the initiation of sporulation,Mol Microbiol 1993 Apr;8(1):69-79
BG10746,kapB,kapB,128,,,,No,,,activator of KinB in the initiation of sporulation,Mol Microbiol 1993 Apr;8(1):69-79
BG12358,kapD,kapD,205,,,,No,,,inhibitor of the KinA pathway to sporulation,Mol Microbiol 1993 Apr;8(1):69-79
BG10976,yuxJ,yuxJ,392,YUXJd,Dr. Ogasawara,No,,,,similar to multidrug-efflux transporter,
BG10977,pbpD,pbpD,624,,,,No,,,penicillin-binding protein 4, J Bacteriol 1994 Dec;176(23):7197-205
BG10978,yuxK,yuxK,137,YUXKd,Dr. Ogasawara,No,,,,conserved protein,
BG12346,yufK,yufK,204,BFS1430,Dr. Sarvas,No,,,,function unknown and unique,
BG12347,yufL,yufL,533,BFS1431,Dr. Sarvas,No,,,,two-component sensor histidine kinase. potential cognate response regulator is YufM,
BG12348,yufM,yufM,235,BFS1432,Dr. Sarvas,No,,,,two-component response regulator. potential cognate sensor kinase is YufL,
BG12349,yufN,yufN,350,YUFNd,Dr. Tanaka,No,,,,putative simple sugar transport system substrate-binding protein,
BG12350,yufO,yufO,510,YUFOd,Dr. Tanaka,No,,,,simple sugar transport system ATP-binding protein,
BG12351,yufP,yufP,348,YUFPd,Dr. Tanaka,No,,,,simple sugar transport system permease protein,
BG12352,yufQ,yufQ,319,BFS1433,Dr. Sarvas,No,,,,simple sugar transport system permease protein,
BG12353,maeN,maeN,448,YUFRd,Dr. Tanaka,No,,,,Na+/malate symporter,
BG12354,yufS,yufS,71,BFS1434,Dr. Sarvas,No,,,,function unknown and unique,
BG12355,mrpA,mrpA,774,YUFTp,Dr. Ogasawara,Yes,,,,Na+/H+ antiporter / putative NADH dehydrogenase I chain L,
BG12356,mrpB,mrpB,143,YUFUp,Dr. Ogasawara,Yes,,,,Na+/H+ antiporter,
BG12357,mrpC,mrpC,113,YUFVp,Dr. Ogasawara,Yes,,,,Na+/H+ antiporter,
BG12345,mrpD,mrpD,493,BFS1405,Dr. Sarvas,Yes,,,,electron transfer,
BG14181,mrpE,mrpE,158,,,,No,,,multiple resistance and pH homeostasis,
BG12344,mrpF,mrpF,94,BFS1437,Dr. Sarvas,Yes,,,,efflux system protein,
BG12343,mrpG,mrpG,124,BFS1402/1403,Dr. Sarvas,No,,,,multiple resistance and pH homeostasis protein,
BG10382,yuxO,yuxO,126,YUXOd,Dr. Ogasawara,No,,,,conserved protein,
BG10381,comA,comA,214,,,,No,,,two-component response regulator. cognate sensor kinase is comP,Genes Dev 1990 May;4(5):860-72
BG10380,comP,comP,769,,,,No,,,two-component sensor histidine kinase. cognate response regulator is comA,Genes Dev 1990 May;4(5):860-72
BG11324,comX,comX,55,,,,No,,,competence pheromone precursor, Cell 1994 Apr 22;77(2):207-16
BG10379,comQ,comQ,299,,,,No,,,transcriptional regulator of comG and srfA,J Bacteriol 1991 Sep;173(18):5685-93
BG10378,degQ,degQ,46,,,,No,,,degradation enzyme regulation protein,J Bacteriol 1986 Apr;166(1):113-9
BG14052,yuzC,yuzC,122,YUZCd,Dr. Ogasawara,No,,,,conserved protein,
BG10377,yuxH,yuxH,409,BFS1401,Dr. Sarvas,No,,,,conserved protein,
BG13966,yueK,yueK,490,YUEKp,Dr. Ogasawara,Yes,,,,similar to nicotinate phosphoribosyltransferase,
BG13965,yueJ,yueJ,183,YUEJd,Dr. Ogasawara,No,,,,isochorismatase family,
BG13964,yueI,yueI,132,BFS1438,Dr. Sarvas,No,,,,conserved protein,
BG13963,yueH,yueH,82,BFS1439,Dr. Sarvas,No,,,,function unknown and unique,
BG13962,yueG,yueG,73,BFS1440,Dr. Sarvas,No,,,,conserved protein,
BG13961,yueF,yueF,369,BFS1441,Dr. Sarvas,No,,,,conserved membrane protein,
BG14054,yuzE,yuzE,129,BFS1442,Dr. Sarvas,No,,,,conserved protein,
BG14055,yuzF,yuzF,78,BFS1443,Dr. Sarvas,No,,,,conserved protein,
BG13960,yueE,yueE,176,BFS1444,Dr. Sarvas,No,,,,HD domain of metal-dependent phosphohydrolase,
BG13959,yueD,yueD,243,YUEDd,Dr. Ogasawara,No,,,,similar to benzil reductase in B. cereus,
BG13958,yueC,yueC,151,BFS1445,Dr. Sarvas,No,,,,conserved protein,
BG13957,yueB,yueB,1076,BFS1446/1241,Dr. Sarvas/Dr. Rapoport,No,,,,conserved membrane protein,
BG12374,yukA,yukA,1207,BFS1240,Dr. Danchin,No,,,,FtsK/SpoIIIE family,
BG12375,yukB,yukB,291,BFS1421,Dr. Sarvas,No,,,,conserved protein,
BG12376,yukC,yukC,451,BFS1422,Dr. Sarvas,No,,,,conserved protein,
BG12377,yukD,yukD,79,BFS1423,Dr. Sarvas,No,,,,conserved protein,
BG12378,yukE,yukE,80,BFS1424,Dr. Sarvas,No,,,,conserved protein,
BG12379,yukF,yukF,434,BFS1427,Dr. Sarvas,No,,,,conserved protein,
BG10468,ald,ald,378,,,,No,,,alanine dehydrogenase (stage V sporulation protein N),J Bacteriol 1993 Nov;175(21):6789-96
BG10469,yuxI,yuxI,107,YUXId,Dr. Ogasawara,No,,,,function unknown and unique,
BG12380,yukJ,yukJ,145,BFS1426,Dr. Sarvas,No,,,,function unknown and unique,
BG11243,dhbF,dhbF,2378,YUKLd/DHBFd/BFS1428,Dr. Ogasawara/Dr. Ogasawara/Dr. Sarvas,No,,,,"non-ribosomal peptide synthetase, dihydroxy-benzoyl-glycin biosynthesis",
BG11241,dhbB,dhbB,312,DHBBd,Dr. Ogasawara,No,,,,"isochorismatase (2,3 dihydro-2,3 dihydroxybenzoate synthase), dihydroxy-benzoyl-glycin biosynthesis",
BG11020,dhbE,dhbE,539,DHBEd,Dr. Ogasawara,No,,,,"2,3-dihydroxybenzoate-AMP ligase (enterobactin synthetase component E), dihydroxy-benzoyl-glycin biosynthesis",
BG11242,dhbC,dhbC,398,,,,No,,,"isochorismate synthase, dihydroxy-benzoyl-glycin biosynthesis", J Bacteriol 1996 Feb;178(3):854-61
BG11019,dhbA,dhbA,261,DHBAD,Dr. Ogasawara,No,,,,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase, dihydroxy-benzoyl-glycin biosynthesis",
BG13974,yuiI,yuiI,314,BFS1447,Dr. Sarvas,No,,,,conserved protein,
BG13973,yuiH,yuiH,198,YUIHd,Dr. Ogasawara,No,,,,conserved protein,
BG13972,yuiG,yuiG,200,YUIGd,Dr. Ogasawara,No,,,,similar to biotin metabolism protein,
BG13971,yuiF,yuiF,442,YUIFd,Dr. Ogasawara,No,,,,putative transporter,
BG13970,yuiE,yuiE,500,YUIEd,Dr. Ogasawara,No,,,,probable leucyl aminopeptidase,
BG13969,yuiD,yuiD,158,BFS1448,Dr. Sarvas,No,,,,conserved membrane protein,
BG13968,yuiC,yuiC,218,BFS1449,Dr. Sarvas,No,,,,conserved protein,
BG13967,yuiB,yuiB,106,YUIBd,Dr. Ogasawara,No,,,,conserved membrane protein,
BG12389,yuiA,yuiA,47,YUIAc,Dr. Ogasawara,No,,,,conserved protein,
BG12390,yumB,yumB,406,YUMBd,Dr. Ogasawara,No,,,,similar to NADH dehydrogenase,
BG12391,yumC,yumC,332,YUMCp,Dr. Ogasawara,Yes,,,,similar to thioredoxin reductase,
BG14056,yuzG,yuzG,46,YUZGc,Dr. Ogasawara,No,,,,function unknown and unique,
BG12392,guaC,guaC,326,YUMDd,Dr. Ogasawara,No,,,,GMP reductase,
BG10696,paiB,paiB,207,PAIBd,Dr. Ogasawara,No,,,,transcriptional repressor of sporulation and degradative enzyme genes,
BG10695,paiA,paiA,172,,,,No,,,"transcriptional repressor of sporulation, septation and degradative enzyme genes",J Bacteriol 1990 Apr;172(4):1783-90
BG14049,yutM,yutM,120,BFS2313,Dr. Nygaard,No,,,,conserved protein,
BG14048,dapF,dapF,284,YUTLp,Dr. Ogasawara,Yes,,,,diaminopimelate epimerase,
BG14047,yutK,yutK,404,BFS2314,Dr. Nygaard,No,,,,probable nucleoside uptake transporter,
BG14051,yuzB,yuzB,78,YUZBc,Dr. Ogasawara,No,,,,conserved protein,
BG14046,yutJ,yutJ,330,YUTJd,Dr. Ogasawara,No,,,,similar to NADH dehydrogenase,
BG14053,yuzD,yuzD,108,YUZDd,Dr. Ogasawara,No,,,,conserved protein,
BG14045,yutI,yutI,111,BFS2315,Dr. Nygaard,No,,,,NifU protein homolog,
BG10463,yuxL,yuxL,657,YUXLd,Dr. Ogasawara,No,,,,putative acylaminoacyl-peptidase,
BG10462,thrB,thrB,309,,,,,No,,homoserine kinase,
BG10461,thrC,thrC,352,,,,No,,,threonine synthase,"Gene, 1996, 180, 57-61."
BG10460,hom,hom,433,HOMd,Dr. Ogasawara,No,,,,homoserine dehydrogenase,
BG14044,yutH,yutH,339,BFS2316,Dr. Nygaard,No,,,,conserved protein,
BG14043,yutG,yutG,166,BFS2317,Dr. Nygaard,No,,,,conserved protein,
BG14042,yutF,yutF,256,BFS2318,Dr. Nygaard,No,,,,similar to N-acetyl-glucosamine catabolism protein,
BG14041,yutE,yutE,144,BFS2319,Dr. Nygaard,No,,,,conserved protein,
BG14040,yutD,yutD,102,BFS2320,Dr. Nygaard,No,,,,conserved protein,
BG14039,yutC,yutC,210,BFS2321,Dr. Nygaard,No,,,,conserved protein,
BG14038,lipA,lipS,298,YUTBd,Dr. Ogasawara,No,,,,lipoic acid synthetase,
BG13975,yunA,yunA,349,YUNAd,Dr. Ogasawara,No,,,,"peptidoglycan hydrolase, endopeptidase",
BG13976,yunB,yunB,254,BFS2322,Dr. Nygaard,No,,,,conserved protein,
BG13977,yunC,yunC,101,BFS2323,Dr. Nygaard,No,,,,conserved protein,
BG13978,yunD,yunD,462,BFS2324,Dr. Nygaard,No,,,,putative nucleotidase,
BG13979,yunE,yunE,273,BFS2325,Dr. Nygaard,No,,,,conserved protein,
BG13980,yunF,yunF,284,BFS2326,Dr. Nygaard,No,,,,conserved protein,
BG13981,yunG,yunG,115,YUNGd,Dr. Ogasawara,No,,,,conserved protein,
BG13982,pucH,pucH,446,BFS2276,Dr. Nygaard,No,,,,allantoinase,
BG13983,pucR,pucR,531,BFS2277,Dr. Nygaard,No,,,,activator of purine catabolic genes,
BG13984,pucJ,pucJ,449,BFS2278,Dr. Nygaard,No,,,,uric acid permease,
BG13985,pucK,pucK,430,BFS2279,Dr. Nygaard,No,,,,uric acid permease,
BG13986,pucL,pucL,494,BFS2280,Dr. Nygaard,No,,,,uricase,
BG13987,pucM,pucM,121,BFS2281,Dr. Nygaard,No,,,,uricase,
BG13988,pucE,pucA,173,BFS2282,Dr. Nygaard,No,,,,xanthine dehydrogenase,
BG13989,pucD,pucB,745,BFS2308,Dr. Nygaard,No,,,,xanthine dehydrogenase,
BG13990,pucC,pucC,277,BFS2283,Dr. Nygaard,No,,,,xanthine dehydrogenase,
BG13991,pucB,pucD,197,BFS2284,Dr. Nygaard,No,,,,xanthine dehydrogenase,
BG13992,pucA,pucE,330,BFS2309,Dr. Nygaard,No,,,,xanthine dehydrogenase,
BG13993,yurG,pucG,416,BFS2285,Dr. Nygaard,No,,,,probable ureisogycolase,
BG13994,yurH,pucH,412,BFS1242/2286,Dr. Danchin,No,,,,probable allantoate amidohydrolase,
BG13995,yurI,yurI,288,BFS1243,Dr. Danchin,No,,,,extracellular ribonuclease,
BG13996,yurJ,yurJ,367,BFS1247,Dr. Danchin,No,,,,similar to multiple sugar transport system ATP-binding protein,
BG13997,yurK,yurK,242,BFS1248,Dr. Danchin,No,,,,probable transcriptional regulator (GntR family),
BG13998,yurL,yurL,284,BFS1249,Dr. Danchin,No,,,,probable sugar kinase,
BG13999,yurM,yurM,300,BFS1250,Dr. Danchin,No,,,,multiple sugar transport system permease protein,
BG14000,yurN,yurN,292,BFS1251,Dr. Danchin,No,,,,multiple sugar transport system permease protein,
BG14001,yurO,yurO,422,BFS1252,Dr. Danchin,No,,,,multiple sugar transport system substrate-binding protein,
BG14002,yurP,yurP,328,BFS1337,Dr. Rapoport,No,,,,probable phosphosugar isomerases,
BG14003,yurQ,yurQ,124,YURQd,Dr. Ogasawara,No,,,,similar to endo/excinuclease amino terminal domain,
BG14004,yurR,yurR,372,BFS1342,Dr. Rapoport,No,,,,putative glycine/D-amino acid oxidase,
BG14173,sspG,sspG,48,,,,No,,,small acid-soluble spore protein (minor),J Bacteriol 1998 Dec;180(24):6704-12
BG14005,yurS,yurS,91,YURSc,Dr. Ogasawara,No,,,,function unknown and unique,
BG14006,yurT,yurT,127,YUTRd,Dr. Ogasawara,No,,,,conserved protein,
BG14007,yurU,yurU,465,YURUp,Dr. Tanaka,Yes,,,,conserved protein,J Mol Microbiol Biotechnol. 2000 2:145-177.
BG14008,yurV,yurV,147,YURVp,Dr. Tanaka,Yes,,,,NifU homolog probably involved in Fe-S cluster formation,J Mol Microbiol Biotechnol. 2000 2:145-177.
BG14009,csd,csd,406,YURWp,Dr. Tanaka,Yes,,,,probable cysteine desulfurase,J Mol Microbiol Biotechnol. 2000 2:145-177.
BG14010,yurX,yurX,437,YURXp,Dr. Tanaka,Yes,,,,conserved protein,J Mol Microbiol Biotechnol. 2000 2:145-177.
BG14011,yurY,yurY,261,YURYp,Dr. Tanaka,Yes,,,,ABC transport system ATP-binding protein,J Mol Microbiol Biotechnol. 2000 2:145-177.
BG14012,yurZ,yurZ,125,YURZd,Dr. Tanaka,No,,,,conserved protein,
BG14013,yusA,yusA,274,BFS1338,Dr. Rapoport,No,,,,putative ABC transport system substrate-binding protein,
BG14014,yusB,yusB,222,BFS1343,Dr. Rapoport,No,,,,ABC transport system permease protein,
BG14015,yusC,yusC,341,BFS1339,Dr. Rapoport,No,,,,ABC transport system ATP-binding protein,
BG14016,yusD,yusD,114,YUSDd,Dr. Ogasawara,No,,,,function unknown and unique,
BG14017,yusE,yusE,106,YUSEd,Dr. Ogasawara,No,,,,similar to thioredoxin,
BG14018,yusF,yusF,146,YUSFd,Dr. Ogasawara,No,,,,conserved protein,
BG14019,yusG,yusG,78,YUSGc,Dr. Ogasawara,No,,,,conserved protein,
BG14020,gcvH,gcvH,127,YUSHd,Dr. Ogasawara,No,,,,glycine cleavage system protein H,
BG14021,yusI,yusI,118,YUSId,Dr. Ogasawara,No,,,,similar to arsenate reductase,
BG14022,yusJ,yusJ,594,BFS1345,Dr. Rapoport,No,,,,similar to butyryl-CoA dehydrogenase,
BG14023,yusK,yusK,391,BFS1346,Dr. Rapoport,No,,,,similar to acetyl-CoA C-acyltransferase,
BG14024,yusL,yusL,815,BFS1347,Dr. Rapoport,No,,,,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase,
BG14025,yusM,yusM,302,BFS1341,Dr. Rapoport,No,,,,similar to proline dehydrogenase,
BG14026,yusN,yusN,110,YUSNd,Dr. Ogasawara,No,,,,conserved protein,
BG14027,yusO,yusO,155,YUSOd,Dr. Fujita,No,,,,probable transcriptional regulator (MarR family),
BG14028,yusP,yusP,541,BFS1344,Dr. Rapoport,No,,,,similar to multidrug-efflux transporter,
BG14029,yusQ,yusQ,127,YUSQd,Dr. Ogasawara,No,,,,similar to 4-oxalocrotonate tautomerase,
BG14030,yusR,yusR,129,YUSRd,Dr. Ogasawara,No,,,,similar to 3-oxoacyl- acyl-carrier protein reductase,
BG14031,yusS,yusS,109,YUSSd,Dr. Ogasawara,No,,,,similar to 3-oxoacyl- acyl-carrier protein reductase,
BG14032,yusT,yusT,295,BFS1340,Dr. Rapoport,No,,,,probable transcriptional regulator (LysR family),
BG14033,yusU,yusU,95,YUSUc,Dr. Ogasawara,No,,,,conserved protein,
BG14034,yusV,yusV,275,YUSVd,Dr. Ogasawara,No,,,,putative iron(III) dicitrate transport system ATP-binding protein,
BG14035,yusW,yusW,145,YUSWd,Dr. Ogasawara,No,,,,function unknown and unique,
BG14036,yusX,yusX,500,BFS1336,Dr. Rapoport,No,,,,similar to oligoendopeptidase,
BG14037,yusY,yusY,98,YUSYc,Dr. Ogasawara,No,,,,function unknown and unique,
BG10863,yusZ,yusZ,280,BFS3045/1348,Dr. Seror/Dr. Rapoport,No,,,,similar to retinol dehydrogenase,
BG10864,mrgA,mrgA,153,,,,No,,,metalloregulation DNA-binding stress protein, Mol Microbiol 1995 Oct;18(2):295-300
BG14155,yvtA,yvtA,458,BFS3041,Dr. Seror,No,,,,similar to serine protease Do,
BG14131,cssR,cssR,225,BFS2461,Dr. Harwood,No,,,,two-component response regulator involved in the control of cellular responses to protein secretion stress. cognate sensor kinase is cssS,
BG14132,cssS,cssS,451,BFS2462/3032/3051,Dr. Harwood/Dr. Seror,No,,,,two-component sensor histidine kinase nvolved in the control of cellular responses to protein secretion stress. cognate response regulator is cssR,
BG11072,yuxN,yuxN,291,BFS2463/3043,Dr. Harwood/Dr. Seror,No,,,,probable transcriptional regulator (TetR family),
BG10384,citG,citG,462,,,,No,,,fumarate hydratase,
BG10385,gerAA,gerAA,482,,,,No,,,spore germination protein A1, Gene 1987;51(1):1-11
BG10386,gerAB,gerAB,365,,,,No,,,spore germination protein A2, Gene 1987;51(1):1-11
BG10387,gerAC,gerAC,373,,,,No,,,spore germination protein A3, Gene 1987;51(1):1-11
BG14133,yvqC,yvqC,211,BFS2464,Dr. Harwood,No,,,,two-component response regulator. potential cognate sensor kinase is YvqE,
BG14134,yvqE,yvqE,360,BFS2466,Dr. Harwood,No,,,,two-component sensor histidine kinase. potential cognate response regulator is YvqC,
BG14135,yvqF,yvqF,241,BFS2467,Dr. Harwood,No,,,,conserved protein,
BG14136,yvqG,yvqG,240,BFS2468,Dr. Harwood,No,,,,conserved protein,
BG14137,yvqH,yvqH,225,BFS2469,Dr. Harwood,No,,,,similar to phage shock protein,
BG14138,yvqI,yvqI,126,BFS2470,Dr. Harwood,No,,,,conserved membrane protein,
BG14139,yvqJ,yvqJ,422,BFS2471,Dr. Harwood,No,,,,similar to macrolide-efflux protein,
BG14140,yvqK,yvqK,193,BFS2472,Dr. Harwood,No,,,,conserved protein,
BG14141,yvrA,yvrA,442,BFS2473,Dr. Harwood,No,,,,putative iron transport system ATP-binding protein,
BG14142,yvrB,yvrB,353,BFS2474,Dr. Harwood,No,,,,putative iron transport system permease protein,
BG14143,yvrC,yvrC,314,BFS2475,Dr. Harwood,No,,,,putative iron transport system substrate-binding protein,
BG14144,yvrD,yvrD,263,BFS2476,Dr. Harwood,No,,,,similar to ketoacyl-carrier protein reductase,
BG14145,yvrE,yvrE,292,BFS2477,Dr. Harwood,No,,,,conserved protein,
BG14146,yvrG,yvrG,573,BFS2479,Dr. Harwood,No,,,,two-component sensor histidine kinase. potential cognate response regulator is YvrH,
BG12452,yvrH,yvrH,369,BFS2480,Dr. Harwood,No,,,,two-component response regulator. potential cognate sensor kinase is YvrG,
BG14147,yvrI,yvrI,191,BFS2481,Dr. Harwood,No,,,,function unknown and unique,
BG14148,oxdC,oxdC,385,BFS2483,Dr. Harwood,No,,,,acid-induced  cytosolic oxalate decarboxylase,
BG14149,yvrL,yvrL,136,BFS2484,Dr. Harwood,No,,,,function unknown and unique,
BG11368,yvrN,yvrN,416,BFS2486,Dr. Harwood,No,,,,putative ABC transport system permease protein,
BG14151,yvrO,yvrO,229,BFS2487,Dr. Harwood,No,,,,ABC transport system ATP-binding protein,
BG14152,yvrP,yvrP,397,BFS2488,Dr. Harwood,No,,,,similar to ABC transporter,
BG11390,fhuC,fhuC,269,,,,,No,,ferrichrome transport system ATP-binding protein,
BG11391,fhuG,fhuG,336,,,,,No,,ferrichrome transport system permease protein,
BG11389,fhuB,fhuB,384,,,,,No,,ferrichrome transport system permease protein,
BG10828,fhuD,fhuD,315,,,,,No,,ferrichrome transport system substrate-binding protein,
BG14154,yvsH,yvsH,469,BFS2497,Dr. Harwood,No,,,,putative amino acid transporter,
BG14174,sspJ,sspJ,46,,,,No,,,small acid-soluble spore protein (minor),J Bacteriol 1998 Dec;180(24):6704-12
BG14153,yvsG,yvsG,160,BFS2496,Dr. Harwood,No,,,,conserved membrane protein,
BG14092,yvgJ,yvgJ,617,BFS2495,Dr. Harwood,No,,,,"membrane protein having A-L/Y/F-A cleavage site, alkaline phosphatase superfamily",
BG14093,yvgK,yvgK,308,BFS2494,Dr. Harwood,No,,,,similar to molybdenum-binding protein,
BG14094,yvgL,yvgL,260,BFS2493,Dr. Harwood,No,,,,molybdate transport system substrate-binding protein,
BG14095,yvgM,yvgM,186,BFS2492,Dr. Harwood,No,,,,molybdate transport system permease protein,
BG14096,yvgN,yvgN,276,BFS2491,Dr. Harwood,No,,,,"similar to 2,5-diketo-D-gluconic acid reductase",
BG14097,yvgO,yvgO,161,BFS2490,Dr. Harwood,No,,,,conserved protein,
BG14098,yvgP,yvgP,670,BFS1071,Dr. Aymerich,No,,,,monovalent cation:proton antiporter,
BG14099,yvgQ,cysJ,571,YVGQd,Dr. Ogasawara,No,,,,sulfite reductase (NADPH) hemoprotein beta-component,
BG14100,yvgR,cysI,605,YVGRd,Dr. Ogasawara,No,,,,sulfite reductase (NADPH) flavoprotein alpha-component,
BG14101,yvgS,helD,774,BFS1072,Dr. Aymerich,No,,,,DNA helicase involved in recombination,
BG14102,yvgT,yvgT,202,BFS1073,Dr. Aymerich,No,,,,conserved membrane protein,
BG14103,bdbC,bdbC,138,YVGUd,Dr. Ogasawara,No,,,,thiol-disulfide oxidoreductases,
BG14104,bdbD,bdbD,222,BFS1074,Dr. Aymerich,No,,,,thiol-disulfide oxidoreductases,
BG14105,yvgW,yvgW,702,BFS1117,Dr. Aymerich,No,,,,cadmium-transporting P-type ATPase,
BG14106,yvgX,yvgX,803,BFS1116,Dr. Aymerich,No,,,,Cu2+-exporting ATPase,
BG14107,yvgY,copZ,69,YVGYc,Dr. Ogasawara,No,,,,copper binding protein,
BG14108,yvgZ,yvgZ,101,YVGZd,Dr. Ogasawara,No,,,,conserved protein,
