Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Gene Function,Protein ID,%GC,K12 Homolog ,Call in Keio Collection,COG,,,,,,,,,,,,,,,,,,,,,,,
5972,EDL933_RS30575,chromosome,protein_coding,protein_coding,20,10,5,Underrepresented,hypothetical protein,WP_024262009.1,31.2,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
5973,EDL933_RS28790,plasmid,protein_coding,protein_coding,100,19,4,Underrepresented,HlyD family type I secretion periplasmic adaptor subunit,WP_001213545.1,36.6,---,Not Essential,MV,,,,,,,,,,,,,,,,,,,,,,,
5974,EDL933_RS32945,plasmid,protein_coding,protein_coding,25,12,1,Underrepresented,hypothetical protein,WP_001303402.1,27.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5975,EDL933_RS32950,plasmid,protein_coding,protein_coding,26,19,2,Underrepresented,PapX,WP_001303403.1,32.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5976,EDL933_RS31880,plasmid,protein_coding,protein_coding,21,19,7,Underrepresented,hypothetical protein,WP_001302186.1,31.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5977,EDL933_RS30580,chromosome,protein_coding,protein_coding,40,35,6,Underrepresented,DUF1076 domain-containing protein,WP_001443976.1,40.7,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
5978,EDL933_RS28810,plasmid,protein_coding,protein_coding,20,85,76,Neutral,recombinase,WP_001066920.1,57.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5979,EDL933_RS28815,plasmid,protein_coding,protein_coding,36,72,23,Neutral,RepB family plasmid replication initiator protein,WP_000361615.1,52.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5980,EDL933_RS31885,plasmid,protein_coding,protein_coding,4,100,26,Neutral,hypothetical protein,WP_071525074.1,46.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5981,EDL933_RS28825,plasmid,protein_coding,protein_coding,8,88,39,Neutral,hypothetical protein,WP_000708307.1,47.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5982,EDL933_RS28830,plasmid,protein_coding,protein_coding,24,75,38,Neutral,hypothetical protein,WP_001248529.1,52.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5983,EDL933_RS28835,plasmid,protein_coding,protein_coding,2,50,8,Neutral,KfrAs,WP_010891291.1,69.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5984,EDL933_RS28840,plasmid,protein_coding,protein_coding,20,75,67,Neutral,hypothetical protein,WP_000262212.1,47.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5985,EDL933_RS28845,plasmid,protein_coding,protein_coding,7,14,1,Underrepresented,antitoxin CcdA,WP_000813634.1,50.7,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
5986,EDL933_RS28850,plasmid,protein_coding,protein_coding,16,69,33,Neutral,toxin CcdB,WP_001159868.1,50.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5987,EDL933_RS28855,plasmid,protein_coding,protein_coding,20,85,53,Neutral,phage integrase family protein,WP_000016989.1,56.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5988,EDL933_RS28860,plasmid,pseudogene,pseudogene,49,92,23,Neutral,transposase,---,54.1,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
5989,EDL933_RS31890,plasmid,protein_coding,protein_coding,16,81,16,Neutral,RepB family plasmid replication initiator protein,WP_071525396.1,49.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5990,EDL933_RS28870,plasmid,protein_coding,protein_coding,53,64,12,Neutral,protein SopA,WP_000772446.1,47.1,---,Not Essential,N,,,,,,,,,,,,,,,,,,,,,,,
5991,EDL933_RS12295,chromosome,protein_coding,protein_coding,5,20,11,Underrepresented,hypothetical protein,WP_001304151.1,47.8,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
5992,EDL933_RS31895,plasmid,pseudogene,pseudogene,15,87,18,Neutral,hypothetical protein,---,51.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5993,EDL933_RS31900,plasmid,protein_coding,protein_coding,8,75,47,Neutral,hypothetical protein,WP_001349526.1,61.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5994,EDL933_RS31905,plasmid,protein_coding,protein_coding,15,87,78,Neutral,hypothetical protein,WP_001336590.1,49.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5995,EDL933_RS28880,plasmid,protein_coding,protein_coding,83,84,32,Neutral,group II intron reverse transcriptase/maturase,WP_000138832.1,47.1,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
5996,EDL933_RS28885,plasmid,protein_coding,protein_coding,26,81,40,Neutral,DUF1281 domain-containing protein,WP_000273919.1,54.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5997,EDL933_RS32960,plasmid,protein_coding,protein_coding,5,60,18,Neutral,hypothetical protein,WP_010891292.1,64.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5998,EDL933_RS32965,plasmid,protein_coding,protein_coding,6,83,12,Neutral,hypothetical protein,WP_072140845.1,62.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
5999,EDL933_RS28895,plasmid,protein_coding,protein_coding,21,71,26,Neutral,DNA methylase,WP_000085945.1,57.2,---,Not Essential,L,,,,,,,,,,,,,,,,,,,,,,,
6000,EDL933_RS28900,plasmid,protein_coding,protein_coding,2,100,9,Neutral,hypothetical protein,WP_001104869.1,54.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6001,EDL933_RS28905,plasmid,protein_coding,protein_coding,16,75,17,Neutral,DUF1380 domain-containing protein,WP_001358893.1,56.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6002,EDL933_RS31915,plasmid,pseudogene,pseudogene,8,63,22,Neutral,hypothetical protein,---,60.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6003,EDL933_RS31920,plasmid,protein_coding,protein_coding,10,70,32,Neutral,DUF1472 domain-containing protein,WP_001310284.1,62.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6004,EDL933_RS28915,plasmid,protein_coding,protein_coding,7,43,30,Neutral,antirestriction protein,WP_010891293.1,56.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6005,EDL933_RS28920,plasmid,protein_coding,protein_coding,9,78,48,Neutral,DUF1380 domain-containing protein,WP_000271685.1,55.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6006,EDL933_RS28925,plasmid,protein_coding,protein_coding,3,100,18,Neutral,hypothetical protein,WP_001027495.1,50.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6007,EDL933_RS32970,plasmid,pseudogene,pseudogene,4,75,44,Neutral,hypothetical protein,---,56.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6008,EDL933_RS32975,plasmid,protein_coding,protein_coding,5,100,20,Neutral,hypothetical protein,WP_001303399.1,60.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6009,EDL933_RS31925,plasmid,protein_coding,protein_coding,7,71,8,Neutral,hypothetical protein,WP_001304222.1,54.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6010,EDL933_RS28935,plasmid,protein_coding,protein_coding,5,80,45,Neutral,hypothetical protein,WP_000218642.1,57.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6011,EDL933_RS28940,plasmid,protein_coding,protein_coding,36,67,23,Neutral,DUF3560 domain-containing protein,WP_000199442.1,57.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6012,EDL933_RS28945,plasmid,protein_coding,protein_coding,17,59,20,Neutral,class I SAM-dependent methyltransferase,WP_001302171.1,58.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6013,EDL933_RS28950,plasmid,protein_coding,protein_coding,13,100,37,Neutral,hypothetical protein,WP_001358896.1,60.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6014,EDL933_RS29135,plasmid,protein_coding,protein_coding,1,100,1,Neutral,hypothetical protein,WP_000547965.1,54.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6015,EDL933_RS28960,plasmid,protein_coding,protein_coding,13,69,43,Neutral,single-stranded DNA-binding protein,WP_000290823.1,58.5,---,Not Essential,L,,,,,,,,,,,,,,,,,,,,,,,
6016,EDL933_RS28965,plasmid,protein_coding,protein_coding,12,75,21,Neutral,DUF905 domain-containing protein,WP_000005995.1,50.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6017,EDL933_RS28970,plasmid,protein_coding,protein_coding,33,85,25,Neutral,hypothetical protein,WP_000117168.1,58.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6018,EDL933_RS28975,plasmid,protein_coding,protein_coding,13,85,52,Neutral,conjugation system SOS inhibitor PsiB,WP_000845908.1,57.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6019,EDL933_RS28980,plasmid,protein_coding,protein_coding,11,82,31,Neutral,plasmid SOS inhibition protein A,WP_001276250.1,58.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6020,EDL933_RS28990,plasmid,protein_coding,protein_coding,9,89,23,Neutral,stable plasmid inheritance protein,WP_001302184.1,47.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6021,EDL933_RS28995,plasmid,protein_coding,protein_coding,83,87,35,Neutral,hypothetical protein,WP_000020341.1,52.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6022,EDL933_RS29000,plasmid,protein_coding,protein_coding,28,79,19,Neutral,hypothetical protein,WP_001453090.1,44.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6023,EDL933_RS32980,plasmid,pseudogene,pseudogene,6,83,30,Neutral,streptomycin phosphotransferase,---,47.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6024,EDL933_RS31935,plasmid,pseudogene,pseudogene,5,80,32,Neutral,hypothetical protein,---,55.6,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
6025,EDL933_RS29010,plasmid,protein_coding,protein_coding,15,87,25,Neutral,transposase,WP_000952346.1,50.4,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
6026,EDL933_RS31940,plasmid,protein_coding,protein_coding,9,56,4,Underrepresented,transposase,WP_044722433.1,44.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6027,EDL933_RS29015,plasmid,protein_coding,protein_coding,1011,17,5,Underrepresented,hypothetical protein,WP_000581721.1,31.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6028,EDL933_RS29020,plasmid,protein_coding,protein_coding,2,50,1,Neutral,transposase,WP_071890166.1,55.7,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
6029,EDL933_RS29025,plasmid,protein_coding,protein_coding,14,86,20,Neutral,transposase,WP_000165209.1,51.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6030,EDL933_RS29030,plasmid,pseudogene,pseudogene,30,83,33,Neutral,conjugal transfer nickase/helicase TraI,---,61.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6031,EDL933_RS29035,plasmid,protein_coding,protein_coding,19,90,26,Neutral,conjugal transfer pilus acetylase TraX,WP_000205762.1,58.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
6032,EDL933_RS29040,plasmid,protein_coding,protein_coding,48,85,22,Neutral,alpha/beta hydrolase,WP_000704522.1,44.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
