Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Symbol,Gene Function,Protein ID,Call in Keio Collection,,,,,,,
4091,b4023,chromosome,Protein_Coding,protein_coding,13,54,11,Neutral,yjbD,DUF3811 family protein,WP_001207634.1,Not Essential,,,,,,,
4092,b4024,chromosome,Protein_Coding,protein_coding,49,76,60,Neutral,lysC,lysine-sensitive aspartokinase 3,WP_001290310.1,Not Essential,,,,,,,
4093,b4025,chromosome,Protein_Coding,protein_coding,63,8,15,Underrepresented,pgi,glucosephosphate isomerase,WP_000789986.1,Not Essential,,,,,,,
4094,b4026,chromosome,Protein_Coding,protein_coding,8,75,84,Neutral,yjbE,extracellular polysaccharide production threonine-rich protein,WP_000757333.1,Not Essential,,,,,,,
4095,b4027,chromosome,Protein_Coding,protein_coding,23,70,34,Neutral,yjbF,extracellular polysaccharide production lipoprotein,WP_001295278.1,Not Essential,,,,,,,
4096,b4028,chromosome,Protein_Coding,protein_coding,22,64,33,Neutral,yjbG,extracellular polysaccharide export OMA protein,WP_000595558.1,Not Essential,,,,,,,
4097,b4029,chromosome,Protein_Coding,protein_coding,97,71,44,Neutral,yjbH,DUF940 family extracellular polysaccharide protein,WP_000745776.1,Not Essential,,,,,,,
4098,b4620,chromosome,Protein_Coding,protein_coding,12,67,77,Neutral,yjbT,putative periplasmic protein,WP_001295279.1,Not Essential,,,,,,,
4099,b4030,chromosome,Protein_Coding,protein_coding,17,77,24,Neutral,psiE,phosphate starvation inducible protein,WP_000202902.1,Not Essential,,,,,,,
4100,b4031,chromosome,Protein_Coding,protein_coding,84,50,38,Regional,xylE,D-xylose transporter,WP_001097274.1,Not Essential,,,,,,,
4101,b4032,chromosome,Protein_Coding,protein_coding,33,79,30,Neutral,malG,maltose transporter subunit,WP_001252058.1,Not Essential,,,,,,,
4102,b4033,chromosome,Protein_Coding,protein_coding,58,67,44,Neutral,malF,maltose transporter subunit,WP_001297290.1,Not Essential,,,,,,,
4103,b4034,chromosome,Protein_Coding,protein_coding,51,77,34,Neutral,malE,maltose transporter subunit,WP_000695387.1,Not Essential,,,,,,,
4104,b4035,chromosome,Protein_Coding,protein_coding,33,55,48,Neutral,malK,maltose ABC transportor ATPase,WP_000179165.1,Not Essential,,,,,,,
4105,b4036,chromosome,Protein_Coding,protein_coding,59,66,58,Neutral,lamB,maltose outer membrane porin (maltoporin),WP_000973663.1,Not Essential,,,,,,,
4106,b4037,chromosome,Protein_Coding,protein_coding,33,82,39,Neutral,malM,maltose regulon periplasmic protein,WP_001326641.1,Not Essential,,,,,,,
4107,b4038,chromosome,Pseudogene,pseudogene,140,16,13,Underrepresented,yjbI,---,---,Not Essential,,,,,,,
4108,b4039,chromosome,Protein_Coding,protein_coding,22,46,30,Neutral,ubiC,chorismate--pyruvate lyase,WP_001326644.1,Not Essential,,,,,,,
4109,b4040,chromosome,Protein_Coding,protein_coding,42,2,26,Underrepresented,ubiA,p-hydroxybenzoate octaprenyltransferase,WP_000455227.1,Essential,,,,,,,
4110,b4041,chromosome,Protein_Coding,protein_coding,96,3,48,Underrepresented,plsB,glycerol-3-phosphate O-acyltransferase,WP_000017354.1,Essential,,,,,,,
4111,b4042,chromosome,Protein_Coding,protein_coding,16,6,4,Underrepresented,dgkA,diacylglycerol kinase,WP_000002907.1,Not Essential,,,,,,,
4112,b4043,chromosome,Protein_Coding,protein_coding,20,5,46,Underrepresented,lexA,transcriptional repressor of SOS regulon,WP_000646078.1,Essential,,,,,,,
4113,b4044,chromosome,Protein_Coding,protein_coding,59,71,36,Neutral,dinF,oxidative stress resistance protein; putative MATE family efflux pump; UV and mitomycin C inducible protein,WP_001134731.1,Not Essential,,,,,,,
4114,b4045,chromosome,Protein_Coding,protein_coding,11,82,26,Neutral,yjbJ,"stress-induced protein, UPF0337 family",WP_001030593.1,Not Essential,,,,,,,
4115,b4046,chromosome,Protein_Coding,protein_coding,16,81,46,Neutral,zur,"transcriptional repressor, Zn(II)-binding",WP_001295691.1,Not Essential,,,,,,,
4116,b4047,chromosome,Protein_Coding,protein_coding,28,4,7,Underrepresented,yjbL,uncharacterized protein,WP_000912571.1,Not Essential,,,,,,,
4117,b4048,chromosome,Protein_Coding,protein_coding,55,18,8,Underrepresented,yjbM,uncharacterized protein,WP_001311303.1,Not Essential,,,,,,,
4118,b4049,chromosome,Protein_Coding,protein_coding,42,69,43,Neutral,dusA,tRNA-dihydrouridine synthase A,WP_001298868.1,Not Essential,,,,,,,
4119,b4050,chromosome,Protein_Coding,protein_coding,14,71,39,Neutral,pspG,phage shock protein G,WP_000891404.1,Not Essential,,,,,,,
4120,b4051,chromosome,Protein_Coding,protein_coding,46,67,46,Neutral,qorA,"quinone oxidoreductase, NADPH-dependent",WP_000235508.1,Not Essential,,,,,,,
4121,b4052,chromosome,Protein_Coding,protein_coding,53,2,216,Underrepresented,dnaB,replicative DNA helicase,WP_000918363.1,Essential,,,,,,,
4122,b4053,chromosome,Protein_Coding,protein_coding,41,59,13,Neutral,alr,"alanine racemase, biosynthetic, PLP-binding",WP_001147328.1,Not Essential,,,,,,,
4123,b4054,chromosome,Protein_Coding,protein_coding,53,60,25,Neutral,tyrB,"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent",WP_000486985.1,Not Essential,,,,,,,
4124,b4621,chromosome,Protein_Coding,protein_coding,22,23,15,Underrepresented,yjbS,uncharacterized protein,WP_001321562.1,Not Essential,,,,,,,
4125,b4055,chromosome,Protein_Coding,protein_coding,25,44,44,Neutral,aphA,"acid phosphatase/phosphotransferase, class B, non-specific",WP_001226928.1,Not Essential,,,,,,,
4126,b4056,chromosome,Protein_Coding,protein_coding,18,61,77,Neutral,yjbQ,thiamine phosphate synthase,WP_000270375.1,Not Essential,,,,,,,
4127,b4057,chromosome,Protein_Coding,protein_coding,13,69,33,Neutral,yjbR,DUF419 family protein,WP_000155657.1,Not Essential,,,,,,,
4128,b4058,chromosome,Protein_Coding,protein_coding,95,73,64,Neutral,uvrA,ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC,WP_000357740.1,Not Essential,,,,,,,
4129,b4059,chromosome,Protein_Coding,protein_coding,17,0,0,Underrepresented,ssb,single-stranded DNA-binding protein,WP_000168305.1,Essential,,,,,,,
4130,b4060,chromosome,Protein_Coding,protein_coding,6,67,70,Neutral,yjcB,putative inner membrane protein,WP_001295689.1,Not Essential,,,,,,,
4131,b4061,chromosome,Protein_Coding,protein_coding,94,50,17,Neutral,yjcC,putative membrane-anchored cyclic-di-GMP phosphodiesterase,WP_000019548.1,Not Essential,,,,,,,
4132,b4062,chromosome,Protein_Coding,protein_coding,14,71,35,Neutral,soxS,superoxide response regulon transcriptional activator; autoregulator,WP_000019358.1,Not Essential,,,,,,,
4133,b4063,chromosome,Protein_Coding,protein_coding,23,39,54,Regional,soxR,redox-sensitive transcriptional activator of soxS; autorepressor,WP_000412428.1,Not Essential,,,,,,,
4134,b4459,chromosome,RNA,ncRNA,3,67,4,Neutral,ryjA,"novel sRNA, function unknown",---,Not Essential,,,,,,,
4135,b4064,chromosome,Protein_Coding,protein_coding,47,66,74,Neutral,ghxP,"guanine/hypoxanthine permease, high affinity; guanine/hypoxanthine:H+ symporter",WP_000106882.1,Not Essential,,,,,,,
4136,b4065,chromosome,Protein_Coding,protein_coding,40,68,48,Neutral,yjcE,putative cation/proton antiporter,WP_000402210.1,Not Essential,,,,,,,
4137,b4066,chromosome,Protein_Coding,protein_coding,124,12,13,Underrepresented,yjcF,pentapeptide repeats protein,WP_001270094.1,Not Essential,,,,,,,
4138,b4067,chromosome,Protein_Coding,protein_coding,69,74,48,Neutral,actP,acetate transporter,WP_000832573.1,Not Essential,,,,,,,
4139,b4068,chromosome,Protein_Coding,protein_coding,16,88,35,Neutral,yjcH,DUF485 family inner membrane protein,WP_001014565.1,Not Essential,,,,,,,
4140,b4069,chromosome,Protein_Coding,protein_coding,78,58,29,Neutral,acs,acetyl-CoA synthetase,WP_000078239.1,Not Essential,,,,,,,
4141,b4070,chromosome,Protein_Coding,protein_coding,45,64,27,Neutral,nrfA,"nitrite reductase, formate-dependent, cytochrome",WP_000196875.1,Not Essential,,,,,,,
4142,b4071,chromosome,Protein_Coding,protein_coding,23,61,72,Neutral,nrfB,"nitrite reductase, formate-dependent, penta-heme cytochrome c",WP_001295391.1,Not Essential,,,,,,,
4143,b4072,chromosome,Protein_Coding,protein_coding,21,57,31,Neutral,nrfC,"formate-dependent nitrite reductase, 4Fe4S subunit",WP_000220281.1,Not Essential,,,,,,,
4144,b4073,chromosome,Protein_Coding,protein_coding,21,81,53,Neutral,nrfD,"formate-dependent nitrite reductase, membrane subunit",WP_000195171.1,Not Essential,,,,,,,
4145,b4074,chromosome,Protein_Coding,protein_coding,51,78,62,Neutral,nrfE,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE",WP_001311310.1,Not Essential,,,,,,,
4146,b4075,chromosome,Protein_Coding,protein_coding,16,88,31,Neutral,nrfF,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF",WP_001032531.1,Not Essential,,,,,,,
4147,b4076,chromosome,Protein_Coding,protein_coding,28,86,56,Neutral,nrfG,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG",WP_000812896.1,Not Essential,,,,,,,
4148,b4077,chromosome,Protein_Coding,protein_coding,44,75,46,Neutral,gltP,glutamate/aspartate:proton symporter,WP_000789592.1,Not Essential,,,,,,,
4149,b4078,chromosome,Protein_Coding,protein_coding,26,54,22,Neutral,yjcO,Sel1 family TPR-like repeat protein,WP_000719886.1,Not Essential,,,,,,,
4150,b4079,chromosome,Protein_Coding,protein_coding,89,63,34,Neutral,fdhF,"formate dehydrogenase-H, selenopolypeptide subunit",WP_001300547.1,Not Essential,,,,,,,
4151,b4080,chromosome,Protein_Coding,protein_coding,44,68,27,Neutral,mdtP,outer membrane factor of efflux pump,WP_000610601.1,Not Essential,,,,,,,
4152,b4081,chromosome,Protein_Coding,protein_coding,65,69,52,Neutral,mdtO,"membrane translocase (MDR) of MdtNOP efflux pump, PET family",WP_001275207.1,Not Essential,,,,,,,
4153,b4082,chromosome,Protein_Coding,protein_coding,38,68,34,Neutral,mdtN,membrane fusion protein of efflux pump,WP_000446378.1,Not Essential,,,,,,,
4154,b4622,chromosome,Protein_Coding,protein_coding,13,31,9,Neutral,ytcA,putative inner membrane efflux pump-associated DUF1656 family protein,WP_001295389.1,Not Essential,,,,,,,
4155,b4083,chromosome,Protein_Coding,protein_coding,101,59,37,Neutral,yjcS,metallo-beta-lactamase superfamily protein,WP_001066019.1,Not Essential,,,,,,,
4156,b4084,chromosome,Protein_Coding,protein_coding,35,69,36,Neutral,alsK,D-allose kinase,WP_001171687.1,Not Essential,,,,,,,
4157,b4085,chromosome,Protein_Coding,protein_coding,25,64,48,Neutral,alsE,allulose-6-phosphate 3-epimerase,WP_001311314.1,Not Essential,,,,,,,
4158,b4086,chromosome,Protein_Coding,protein_coding,34,82,32,Neutral,alsC,D-allose ABC transporter permease,WP_000507106.1,Not Essential,,,,,,,
4159,b4087,chromosome,Protein_Coding,protein_coding,78,58,34,Regional,alsA,D-allose ABC transporter ATPase,WP_000235257.1,Not Essential,,,,,,,
4160,b4088,chromosome,Protein_Coding,protein_coding,36,31,17,Regional,alsB,D-allose ABC transporter periplasmic binding protein,WP_001046187.1,Not Essential,,,,,,,
4161,b4089,chromosome,Protein_Coding,protein_coding,51,59,37,Regional,alsR,d-allose-inducible als operon transcriptional repressor; autorepressor; repressor of rpiR,WP_000083216.1,Not Essential,,,,,,,
4162,b4090,chromosome,Protein_Coding,protein_coding,16,69,40,Neutral,rpiB,ribose 5-phosphate isomerase B/allose 6-phosphate isomerase,WP_000716794.1,Not Essential,,,,,,,
4163,b4487,chromosome,Protein_Coding,protein_coding,11,73,74,Neutral,yjdP,putative periplasmic protein,WP_000819746.1,Not Essential,,,,,,,
4164,b4092,chromosome,Protein_Coding,protein_coding,18,67,16,Neutral,phnP,"5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase",WP_000059908.1,Not Essential,,,,,,,
4165,b4093,chromosome,Protein_Coding,protein_coding,11,73,33,Neutral,phnO,aminoalkylphosphonate N-acetyltransferase,WP_001110490.1,Not Essential,,,,,,,
4166,b4094,chromosome,Protein_Coding,protein_coding,15,60,35,Neutral,phnN,"ribose 1,5-bisphosphokinase",WP_000971886.1,Not Essential,,,,,,,
4167,b4095,chromosome,Protein_Coding,protein_coding,23,70,28,Neutral,phnM,ribophosphonate triphosphate hydrolase,WP_000586325.1,Not Essential,,,,,,,
4168,b4096,chromosome,Protein_Coding,protein_coding,16,88,34,Neutral,phnL,ribophosphonate triphosphate synthase subunit; putative ABC transporter-related ATPase,WP_000611405.1,Not Essential,,,,,,,
4169,b4097,chromosome,Protein_Coding,protein_coding,17,53,44,Neutral,phnK,"carbon-phosphorus lyase complex subunit, putative ATP transporter ATP-binding protein",WP_001075514.1,Not Essential,,,,,,,
4170,b4098,chromosome,Protein_Coding,protein_coding,27,67,65,Neutral,phnJ,"carbon-phosphorus lyase, SAM-dependent",WP_000002303.1,Not Essential,,,,,,,
4171,b4099,chromosome,Protein_Coding,protein_coding,26,46,47,Neutral,phnI,ribophosphonate triphosphate synthase complex putative catalytic subunit,WP_001295388.1,Not Essential,,,,,,,
4172,b4100,chromosome,Protein_Coding,protein_coding,13,46,31,Neutral,phnH,ribophosphonate triphosphate synthase subunit,WP_000171628.1,Not Essential,,,,,,,
4173,b4101,chromosome,Protein_Coding,protein_coding,10,60,57,Neutral,phnG,ribophosphonate triphosphate synthase subunit,WP_000542790.1,Not Essential,,,,,,,
4174,b4102,chromosome,Protein_Coding,protein_coding,18,56,40,Neutral,phnF,putative DNA-binding transcriptional regulator of phosphonate uptake and biodegradation,WP_001295387.1,Not Essential,,,,,,,
4175,b4104,chromosome,Pseudogene,pseudogene,12,75,49,Neutral,phnE,---,---,Not Essential,,,,,,,
4176,b4105,chromosome,Protein_Coding,protein_coding,23,74,27,Neutral,phnD,phosphonate ABC transporter periplasmic binding protein,WP_000992002.1,Not Essential,,,,,,,
4177,b4106,chromosome,Protein_Coding,protein_coding,20,40,11,Neutral,phnC,phosphonate ABC transporter ATPase,WP_001193409.1,Not Essential,,,,,,,
4178,b4107,chromosome,Protein_Coding,protein_coding,16,63,34,Neutral,yjdN,metalloprotein superfamily protein,WP_001131339.1,Not Essential,,,,,,,
4179,b4108,chromosome,Protein_Coding,protein_coding,12,92,40,Neutral,yjdM,zinc-ribbon family protein,WP_001300891.1,Not Essential,,,,,,,
4180,b4109,chromosome,Protein_Coding,protein_coding,84,69,31,Neutral,crfC,"clamp-binding sister replication fork colocalization protein, dynamin-related",WP_000288603.1,Not Essential,,,,,,,
4181,b4110,chromosome,Protein_Coding,protein_coding,19,74,50,Neutral,yjcZ,YjcZ family protein; yhjH motility defect suppressor,WP_000169188.1,Not Essential,,,,,,,
4182,b4111,chromosome,Protein_Coding,protein_coding,81,85,42,Neutral,proP,proline/glycine betaine transporter,WP_001298520.1,Not Essential,,,,,,,
4183,b4703,chromosome,Protein_Coding,protein_coding,3,100,26,Neutral,pmrR,putative membrane-bound BasS regulator,WP_000797657.1,Not Essential,,,,,,,
4184,b4112,chromosome,Protein_Coding,protein_coding,40,70,40,Neutral,basS,sensory histidine kinase in two-component regulatory system with BasR,WP_001300761.1,Not Essential,,,,,,,
4185,b4113,chromosome,Protein_Coding,protein_coding,30,63,41,Neutral,basR,response regulator in two-component regulatory system with BasS,WP_000697926.1,Not Essential,,,,,,,
4186,b4114,chromosome,Protein_Coding,protein_coding,82,63,29,Neutral,eptA,lipid A phosphoethanolamine transferase,WP_000919792.1,Not Essential,,,,,,,
4187,b4115,chromosome,Protein_Coding,protein_coding,58,78,49,Neutral,adiC,arginine:agmatine antiporter,WP_000093154.1,Not Essential,,,,,,,
4188,b4116,chromosome,Protein_Coding,protein_coding,61,51,23,Neutral,adiY,adi system transcriptional activator,WP_001217060.1,Not Essential,,,,,,,
4189,b4117,chromosome,Protein_Coding,protein_coding,81,74,57,Neutral,adiA,arginine decarboxylase,WP_001381593.1,Not Essential,,,,,,,
4190,b4118,chromosome,Protein_Coding,protein_coding,39,64,44,Neutral,melR,melibiose operon transcriptional regulator; autoregulator,WP_001090758.1,Not Essential,,,,,,,
4191,b4119,chromosome,Protein_Coding,protein_coding,64,70,49,Neutral,melA,"alpha-galactosidase, NAD(P)-binding",WP_000986601.1,Not Essential,,,,,,,
4192,b4120,chromosome,Protein_Coding,protein_coding,91,78,59,Neutral,melB,melibiose:sodium symporter,WP_000028111.1,Not Essential,,,,,,,
4193,b4121,chromosome,Protein_Coding,protein_coding,27,74,47,Neutral,yjdF,DUF2238 family inner membrane protein,WP_000198773.1,Not Essential,,,,,,,
4194,b4122,chromosome,Protein_Coding,protein_coding,69,61,36,Neutral,fumB,anaerobic class I fumarate hydratase (fumarase B),WP_000066707.1,Not Essential,,,,,,,
4195,b4123,chromosome,Protein_Coding,protein_coding,58,64,51,Neutral,dcuB,"C4-dicarboxylate transporter, anaerobic; DcuS co-sensor",WP_000899522.1,Not Essential,,,,,,,
4196,b4124,chromosome,Protein_Coding,protein_coding,37,62,29,Neutral,dcuR,response regulator in two-component regulatory system with DcuS,WP_000611288.1,Not Essential,,,,,,,
4197,b4125,chromosome,Protein_Coding,protein_coding,73,63,39,Neutral,dcuS,"sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration",WP_001216477.1,Not Essential,,,,,,,
4198,b4126,chromosome,Protein_Coding,protein_coding,14,57,19,Neutral,yjdI,putative 4Fe-4S mono-cluster protein,WP_000371704.1,Not Essential,,,,,,,
4199,b4127,chromosome,Protein_Coding,protein_coding,13,23,3,Neutral,yjdJ,GNAT family putative N-acetyltransferase,WP_000405651.1,Not Essential,,,,,,,
4200,b4128,chromosome,Protein_Coding,protein_coding,22,55,10,Neutral,ghoS,antitoxin of GhoTS toxin-antitoxin pair; endonuclease for ghoT mRNA,WP_000398619.1,Not Essential,,,,,,,
4201,b4559,chromosome,Protein_Coding,protein_coding,14,29,13,Neutral,ghoT,toxin of GhoTS toxin-antitoxin pair; membrane-lytic protein; stimulator of persister cell formation,WP_001173343.1,Not Essential,,,,,,,
4202,b4129,chromosome,Protein_Coding,protein_coding,82,70,32,Neutral,lysU,"lysine tRNA synthetase, inducible",WP_001295074.1,Not Essential,,,,,,,
4203,b4130,chromosome,Protein_Coding,protein_coding,66,68,56,Neutral,dtpC,dipeptide and tripeptide permease,WP_000856829.1,Not Essential,,,,,,,
4204,b4131,chromosome,Protein_Coding,protein_coding,113,66,43,Neutral,cadA,"lysine decarboxylase, acid-inducible",WP_001295383.1,Not Essential,,,,,,,
4205,b4132,chromosome,Protein_Coding,protein_coding,82,62,43,Neutral,cadB,putative lysine/cadaverine transporter,WP_000092909.1,Not Essential,,,,,,,
4206,b4133,chromosome,Protein_Coding,protein_coding,109,43,28,Regional,cadC,cadBA operon transcriptional activator,WP_001187173.1,Not Essential,,,,,,,
4207,b4654,chromosome,Pseudogene,pseudogene,7,71,15,Neutral,yjdQ,---,---,Not Essential,,,,,,,
4208,b4134,chromosome,RNA,tRNA,2,0,0,Neutral,pheU,tRNA-Phe,---,Not Essential,,,,,,,
4209,b4135,chromosome,Protein_Coding,protein_coding,25,64,43,Neutral,yjdC,putative transcriptional regulator,WP_001188520.1,Not Essential,,,,,,,
4210,b4136,chromosome,Protein_Coding,protein_coding,58,62,45,Neutral,dsbD,thiol:disulfide interchange protein and activator of DsbC,WP_000068922.1,Not Essential,,,,,,,
4211,b4137,chromosome,Protein_Coding,protein_coding,18,78,41,Neutral,cutA,"divalent-cation tolerance protein, copper sensitivity",WP_000883400.1,Not Essential,,,,,,,
4212,b4138,chromosome,Protein_Coding,protein_coding,47,85,57,Neutral,dcuA,C4-dicarboxylate antiporter,WP_000961959.1,Not Essential,,,,,,,
4213,b4139,chromosome,Protein_Coding,protein_coding,65,15,14,Underrepresented,aspA,aspartate ammonia-lyase,WP_000069437.1,Not Essential,,,,,,,
4214,b4140,chromosome,Protein_Coding,protein_coding,27,67,43,Neutral,fxsA,suppressor of F exclusion of phage T7,WP_001267448.1,Not Essential,,,,,,,
4215,b4141,chromosome,Protein_Coding,protein_coding,65,75,40,Neutral,yjeH,putative transporter,WP_000015837.1,Not Essential,,,,,,,
4216,b4142,chromosome,Protein_Coding,protein_coding,8,0,0,Underrepresented,groS,"Cpn10 chaperonin GroES, small subunit of GroESL",WP_001026276.1,Essential,,,,,,,
4217,b4143,chromosome,Protein_Coding,protein_coding,60,2,237,Underrepresented,groL,"Cpn60 chaperonin GroEL, large subunit of GroESL",WP_000729117.1,Essential,,,,,,,
4218,b4144,chromosome,Protein_Coding,protein_coding,16,81,45,Neutral,yjeI,DUF4156 family lipoprotein,WP_000558209.1,Not Essential,,,,,,,
4219,b4145,chromosome,Protein_Coding,protein_coding,49,43,32,Regional,yjeJ,uncharacterized protein,WP_001008040.1,Not Essential,,,,,,,
4220,b4146,chromosome,Protein_Coding,protein_coding,40,5,3,Underrepresented,epmB,"EF-P-Lys34 lysylation protein; weak lysine 2,3-aminomutase",WP_000940549.1,Not Essential,,,,,,,
4221,b4147,chromosome,Protein_Coding,protein_coding,29,3,22,Underrepresented,efp,polyproline-specific translation elongation factor EF-P,WP_000257278.1,Essential,,,,,,,
4222,b4410,chromosome,Protein_Coding,protein_coding,3,67,14,Neutral,ecnA,"entericidin A membrane lipoprotein, antidote entericidin B",WP_000977757.1,Not Essential,,,,,,,
4223,b4411,chromosome,Protein_Coding,protein_coding,4,75,63,Neutral,ecnB,entericidin B membrane lipoprotein,WP_000239596.1,Not Essential,,,,,,,
4224,b4148,chromosome,Protein_Coding,protein_coding,21,71,32,Neutral,sugE,multidrug efflux system protein,WP_000118482.1,Not Essential,,,,,,,
4225,b4149,chromosome,Protein_Coding,protein_coding,26,85,26,Neutral,blc,outer membrane lipoprotein cell division and growth lipocalin,WP_001238378.1,Not Essential,,,,,,,
4226,b4150,chromosome,Protein_Coding,protein_coding,60,68,41,Neutral,ampC,"penicillin-binding protein; beta-lactamase, intrinsically weak",WP_001336292.1,Not Essential,,,,,,,
4227,b4151,chromosome,Protein_Coding,protein_coding,13,85,47,Neutral,frdD,"fumarate reductase (anaerobic), membrane anchor subunit",WP_000609663.1,Not Essential,,,,,,,
4228,b4152,chromosome,Protein_Coding,protein_coding,16,75,46,Neutral,frdC,"fumarate reductase (anaerobic), membrane anchor subunit",WP_000208757.1,Not Essential,,,,,,,
4229,b4153,chromosome,Protein_Coding,protein_coding,35,80,55,Neutral,frdB,"fumarate reductase (anaerobic), Fe-S subunit",WP_000829498.1,Not Essential,,,,,,,
4230,b4154,chromosome,Protein_Coding,protein_coding,59,66,37,Neutral,frdA,anaerobic fumarate reductase catalytic and NAD/flavoprotein subunit,WP_001192973.1,Not Essential,,,,,,,
4231,b4155,chromosome,Protein_Coding,protein_coding,38,0,0,Underrepresented,epmA,Elongation Factor P Lys34 lysyltransferase,WP_000004771.1,Not Essential,,,,,,,
4232,b4156,chromosome,Protein_Coding,protein_coding,86,56,32,Neutral,yjeM,putative transporter,WP_001336293.1,Not Essential,,,,,,,
4233,b4157,chromosome,Protein_Coding,protein_coding,19,47,15,Neutral,yjeN,uncharacterized protein,WP_000342867.1,Not Essential,,,,,,,
4234,b4158,chromosome,Protein_Coding,protein_coding,13,77,29,Neutral,yjeO,inner membrane protein,WP_001276180.1,Not Essential,,,,,,,
4235,b4159,chromosome,Protein_Coding,protein_coding,94,67,37,Neutral,mscM,"mechanosensitive channel protein, miniconductance",WP_001236847.1,Not Essential,,,,,,,
4236,b4160,chromosome,Protein_Coding,protein_coding,38,3,55,Underrepresented,psd,phosphatidylserine decarboxylase,WP_000934920.1,Essential,,,,,,,
4237,b4161,chromosome,Protein_Coding,protein_coding,42,7,5,Underrepresented,rsgA,ribosome small subunit-dependent GTPase A,WP_000041964.1,Essential,,,,,,,
4238,b4162,chromosome,Protein_Coding,protein_coding,18,6,3,Underrepresented,orn,oligoribonuclease,WP_001295188.1,Essential,,,,,,,
4239,b4163,chromosome,RNA,tRNA,2,100,10,Neutral,glyV,tRNA-Gly,---,Not Essential,,,,,,,
4240,b4164,chromosome,RNA,tRNA,2,50,13,Neutral,glyX,tRNA-Gly,---,Not Essential,,,,,,,
4241,b4165,chromosome,RNA,tRNA,2,100,10,Neutral,glyY,tRNA-Gly,---,Not Essential,,,,,,,
4242,b4670,chromosome,Protein_Coding,protein_coding,2,0,0,Underrepresented,yjeV,uncharacterized protein,WP_010723271.1,Not Essential,,,,,,,
4243,b4166,chromosome,Protein_Coding,protein_coding,47,66,45,Neutral,queG,"epoxyqueuosine reductase, cobalamine-stimulated; queosine biosynthesis",WP_001294219.1,Not Essential,,,,,,,
4244,b4167,chromosome,Protein_Coding,protein_coding,48,67,32,Neutral,nnr,bifunctional NAD(P)H-hydrate repair enzyme; C-terminal domain ADP-dependent (S)-NAD(P)H-hydrate dehydratase and N-terminal domain NAD(P)H-hydrate epimerase,WP_001295189.1,Not Essential,,,,,,,
4245,b4168,chromosome,Protein_Coding,protein_coding,25,0,0,Underrepresented,tsaE,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; ADP binding protein,WP_000981977.1,Essential,,,,,,,
4246,b4169,chromosome,Protein_Coding,protein_coding,57,70,44,Neutral,amiB,N-acetylmuramoyl-l-alanine amidase II,WP_000990333.1,Not Essential,,,,,,,
4247,b4170,chromosome,Protein_Coding,protein_coding,52,60,42,Neutral,mutL,methyl-directed mismatch repair protein,WP_001122505.1,Not Essential,,,,,,,
4248,b4171,chromosome,Protein_Coding,protein_coding,35,37,15,Regional,miaA,delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase,WP_001280345.1,Not Essential,,,,,,,
4249,b4172,chromosome,Protein_Coding,protein_coding,15,33,61,Neutral,hfq,"global sRNA chaperone; HF-I, host factor for RNA phage Q beta replication",WP_001051883.1,Not Essential,,,,,,,
4250,b4173,chromosome,Protein_Coding,protein_coding,51,67,34,Neutral,hflX,"GTPase, stimulated by 50S subunit binding; Mn(2+) homeostasis regulator",WP_000460362.1,Not Essential,,,,,,,
4251,b4174,chromosome,Protein_Coding,protein_coding,50,30,16,Regional,hflK,modulator for HflB protease specific for phage lambda cII repressor,WP_000312488.1,Not Essential,,,,,,,
4252,b4175,chromosome,Protein_Coding,protein_coding,37,35,29,Neutral,hflC,HflB protease modulator specific for phage lambda cII repressor,WP_001232412.1,Not Essential,,,,,,,
4253,b4176,chromosome,Protein_Coding,protein_coding,8,63,66,Neutral,yjeT,DUF2065 family protein,WP_001089295.1,Not Essential,,,,,,,
4254,b4177,chromosome,Protein_Coding,protein_coding,57,2,9,Underrepresented,purA,adenylosuccinate synthetase,WP_000527955.1,Not Essential,,,,,,,
4255,b4178,chromosome,Protein_Coding,protein_coding,24,29,8,Regional,nsrR,nitric oxide-sensitive repressor for NO regulon,WP_001177639.1,Not Essential,,,,,,,
4256,b4179,chromosome,Protein_Coding,protein_coding,78,45,15,Neutral,rnr,"exoribonuclease R, RNase R",WP_000076332.1,Not Essential,,,,,,,
4257,b4180,chromosome,Protein_Coding,protein_coding,22,50,23,Neutral,rlmB,"23S rRNA mG2251 2'-O-ribose methyltransferase, SAM-dependent",WP_001293282.1,Not Essential,,,,,,,
4258,b4181,chromosome,Protein_Coding,protein_coding,32,25,5,Underrepresented,yjfI,DUF2170 family protein,WP_000220128.1,Not Essential,,,,,,,
4259,b4182,chromosome,Protein_Coding,protein_coding,26,54,22,Neutral,yjfJ,PspA/IM30 family protein,WP_000511955.1,Not Essential,,,,,,,
